name,brand,categories,date,dateSeen,doRecommend,numHelpful,rating,text,title,username,joy,neutral,surprise,disgust,sadness,anger,fear,pos,neg
Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-07-19 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,5.0,"Although this won't be competing with the iPad or some higher end android tablets, this easily outperforms any other tablet in this price range. I also love the fact that, although this is made of plastic, it has a unibody design and great build quality; not flimsy like many other tablets at this price.",Excellent Value for the Money,ndanielsporter,0.7271474003791809,0.21857231855392456,0.02812170423567295,0.01088109239935875,0.009198813699185848,0.004134845919907093,0.0019438593881204724,0.994038462638855,0.005961600225418806
Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-07-19 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,5.0,"It meet my expectations. It performs well compared to other tables. I am very satisfied with the product and it quality. Lastly, it worth the price I paid for.",Great tablet,Mymixx495,0.8797567486763,0.08542806655168533,0.010810470208525658,0.007763196248561144,0.0040961443446576595,0.011497718282043934,0.0006477425922639668,0.9946187734603882,0.0053812419064342976
Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-07-19 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,4.0,"Very satisfied with this purchase. Fast, big screen and good resolution. Bought it for my son around Xmas and I got a very good deal too! Wish I had bought 2 at that price. ($100)",Good Tablet,Geronimo,0.6838070154190063,0.07676412910223007,0.2180054783821106,0.0012246181722730398,0.015106864273548126,0.00438318494707346,0.0007086539408192039,0.9940192699432373,0.005980697926133871
Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-07-19 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,5.0,I love everything about the kindle fire but i would like a bigger screen,Best tablet ever,Peaches,0.9687618613243103,0.004103020764887333,0.007118855137377977,0.0006460281438194215,0.015148528851568699,0.003376223146915436,0.0008455002098344266,0.9902233481407166,0.009776607155799866
Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-07-19 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,3.0,Could not download apps I needed to control my tvs,Great for beginner,Rodriguez,0.25700703263282776,0.5692884922027588,0.050148122012615204,0.005191696807742119,0.08452539891004562,0.007823809050023556,0.026015467941761017,0.9216755628585815,0.07832441478967667
Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-07-19 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,4.0,Great picture compared to my last kindle and love the camera option,Love the new features!,Gramma,0.9660382866859436,0.007508729584515095,0.01869586668908596,0.0005578380078077316,0.005424256902188063,0.0014119406696408987,0.00036305980756878853,0.9909176230430603,0.009082349948585033
Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-07-19 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,5.0,This newest version of Fire works great! Responds fast to opening apps and speed of browser is quick. The color choices are nice too!,Superfast,CollegeMom,0.26751744747161865,0.522239089012146,0.1822492480278015,0.003943435847759247,0.004465808160603046,0.017639420926570892,0.0019455268047749996,0.9929872155189514,0.007012747693806887
Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-07-19 00:00:00+00:00,2017-08-09 00:00:00+00:00,False,0.0,2.0,"Full disclosure, I've only had iPads in the past. I needed an android based tablet as a 3rd party app that I needed was yet IOS supported. You get what you pay for. Build quality, touch and feel, yes it's equal to the price. Constant adds urging you to make various Amazon based purchases...not my cup of tea but I guess fills a price point and need.",You get what you pay for...,U1dery,0.013203130103647709,0.9411272406578064,0.02480005845427513,0.004862575326114893,0.006108137313276529,0.008470435626804829,0.0014284253120422363,0.8215529918670654,0.17844699323177338
Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2016-12-19 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,4.0,Needed an inexpensive and portable Alexa device and this works perfectly.,Good Alexa device,ZymDrew,0.3066267967224121,0.6314285397529602,0.04670592397451401,0.0022771176882088184,0.006282774265855551,0.005545564461499453,0.0011332998983561993,0.9909438490867615,0.009056235663592815
Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-07-28 00:00:00+00:00,2017-08-02 00:00:00+00:00,True,0.0,5.0,This tablet is for our 9 year old grandson. It works out great for him to play games on.,Great for 9 year old grandson,SKE1957,0.81254643201828,0.14102479815483093,0.03305112197995186,0.0023819319903850555,0.006260601803660393,0.003970740363001823,0.0007643597782589495,0.9906111359596252,0.009388851001858711
Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-07-28 00:00:00+00:00,2017-08-02 00:00:00+00:00,True,0.0,5.0,This is the third kindle i have purchased they ate easy to operate,Great screen,skippy02,0.34651681780815125,0.4681207239627838,0.17130902409553528,0.0030817496590316296,0.0053907884284853935,0.00457704858854413,0.0010038557229563594,0.9904561638832092,0.009543818421661854
Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-07-27 00:00:00+00:00,2017-08-02 00:00:00+00:00,True,0.0,5.0,"great tablet! pros: good size (especially for travelling) android based so 3rd party apps can be installedcons: amazon ads will appear instead of a wallpaper on the lock screen, apparently you can pay to get rid of them which is just ridiculous can be slow when playing certain gamesnot a lot of storage space",great tablet,BigBoss,0.4551939368247986,0.046605587005615234,0.366801381111145,0.0032710370142012835,0.03147845342755318,0.09530073404312134,0.0013488596305251122,0.825042188167572,0.17495788633823395
Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-07-26 00:00:00+00:00,2017-08-02 00:00:00+00:00,True,0.0,5.0,Love my new device! Great value for the money. Worth it.,Great!,RoRo,0.9672383666038513,0.0063123879954218864,0.021444980055093765,0.000626225199084729,0.0020500635728240013,0.0019227908924221992,0.0004050256684422493,0.9927955269813538,0.007204523775726557
Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2016-10-25 00:00:00+00:00,2017-08-06 00:00:00+00:00,True,0.0,5.0,t is cheap tablet option coming from amazon. Latest model will satisfy your needs,CHEAP OPTON,Themetedun,0.1048257052898407,0.7911410927772522,0.08755168318748474,0.0014301054179668427,0.008900679647922516,0.005052396561950445,0.0010984160471707582,0.9807367324829102,0.019263271242380142
Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-03-12 00:00:00+00:00,2017-08-06 00:00:00+00:00,True,0.0,5.0,"I have only used this a few times so far, but I like it. The lightweight and pretty easy to navigate. Perfect screen size too. I ended up purchasing a second one for my fianc.",Like the product,ST19,0.9066689610481262,0.06982334703207016,0.012739688158035278,0.0029724573250859976,0.005019431468099356,0.0021594627760350704,0.0006167058600112796,0.99437016248703,0.005629813298583031
Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-01-13 00:00:00+00:00,2017-08-06 00:00:00+00:00,True,0.0,5.0,"This is an awesome tablet, fast, great HD display and has all the apps I need for personal entertainment. If you look for a great tablet for entertainment, surfing the net, or reading your e-mail, this is the best you can have. I also purchased a 128 GB SanDisk Ultra Plus memory card. I strongly recommend it, not for work but its great for entertainment.",Great for entertainment & e-mail,BD50,0.7517779469490051,0.19626089930534363,0.03760052099823952,0.0029921974055469036,0.006824024487286806,0.0032001668587327003,0.0013442907948046923,0.9945611357688904,0.0054388209246098995
Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-01-08 00:00:00+00:00,2017-08-06 00:00:00+00:00,True,0.0,5.0,"The new tablet is great  nice upgradesLove how easy it is to use. Easy to get apps, shop and browse the web.",very nice tablet for the price,Ivanmanxi,0.8684107065200806,0.019152656197547913,0.10079029947519302,0.0004811367252841592,0.008917726576328278,0.0015921075828373432,0.0006554354331456125,0.9937312006950378,0.006268764846026897
Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2016-12-30 00:00:00+00:00,2017-08-06 00:00:00+00:00,True,0.0,5.0,Purchased this Kindle Fire HD8 from Best Buy. My fianc downloaded her first book. She already started reading and said it is really cool to use. She said it is easy to see and navigate.,Like our Kindle Fire,jlt721,0.6800947785377502,0.1657637655735016,0.13338159024715424,0.002521912334486842,0.00736974598839879,0.008476165123283863,0.002392035676166415,0.989715039730072,0.010284972377121449
Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-04-29 00:00:00+00:00,2017-08-06 00:00:00+00:00,True,0.0,5.0,I had the original Kindle and just decided to upgrade. It is a very functional and easy to use.,Good reader,Bill,0.6254130005836487,0.33523789048194885,0.020840981975197792,0.004868356976658106,0.008619572967290878,0.004142010118812323,0.0008781995275057852,0.9928058981895447,0.00719418004155159
Amazon Vocal Echo,Amazon,"Fire Tablets,Tablets,Computers & Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-03-25 00:00:00+00:00,2017-08-06 00:00:00+00:00,True,0.0,5.0,"Bought this tablet for my fiance daughter, after getting it home and set up, I decided to keep it for myself. Great screen and works great with my pair of Amazon echos. I love it and highly recommend it.",Great tablet,Scotty,0.8617636561393738,0.09936922788619995,0.027623239904642105,0.001829996588639915,0.005850895307958126,0.002801619004458189,0.0007614235510118306,0.9944301247596741,0.005569871515035629
Amazon Vocal Echo,Amazon,"Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Fire Tablets,Frys",2017-08-16 00:00:00+00:00,2017-09-03 00:00:00+00:00,True,0.0,5.0,I love this product. Perfect size for travel. I take it everywhere. Great for watching videos as well.,Love Kindle Fire,Hale,0.9468169808387756,0.03133073076605797,0.012306244112551212,0.0018144261557608843,0.0039023100398480892,0.003175092162564397,0.000654175819363445,0.9925264120101929,0.007473571226000786
Amazon Vocal Echo,Amazon,"Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Fire Tablets,Frys",2017-08-16 00:00:00+00:00,2017-09-03 00:00:00+00:00,True,0.0,4.0,Great little tablet once you get the hang of it. I bought this for my wife and she uses it daily without any issues.,Good Intro Tablet,Mojo,0.19202005863189697,0.7654527425765991,0.024887733161449432,0.00423836475238204,0.005173454526811838,0.007211605086922646,0.0010160953970625997,0.9934893846511841,0.00651058554649353
Amazon Vocal Echo,Amazon,"Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Fire Tablets,Frys",2017-08-11 00:00:00+00:00,2017-09-03 00:00:00+00:00,True,0.0,5.0,Great price! Kids love it. Lots of space for apps!,Kids love it,Audra,0.9183272123336792,0.04449477046728134,0.023688843473792076,0.002439820673316717,0.00500886794179678,0.005614828318357468,0.000425619597081095,0.9921056032180786,0.00789435114711523
Amazon Vocal Echo,Amazon,"Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Fire Tablets,Frys",2017-08-06 00:00:00+00:00,2017-09-03 00:00:00+00:00,True,0.0,4.0,My kids love the product. Really durable after drops.,Great for kids,MomOf3,0.9668968915939331,0.021138474345207214,0.004577671177685261,0.0026154632214456797,0.002537382300943136,0.0019239357206970453,0.00031013251282274723,0.9893122315406799,0.01068771630525589
Amazon Vocal Echo,Amazon,"Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Fire Tablets,Frys",2017-08-30 00:00:00+00:00,2017-08-31 00:00:00+00:00,True,0.0,4.0,"It's was on sale on this color,put the play store and made it real Android tablet",Good for kids,One2free,0.412243515253067,0.41292932629585266,0.14584456384181976,0.003801163751631975,0.016106735914945602,0.007621687836945057,0.0014530904591083527,0.9875364899635315,0.012463538907468319
Amazon Vocal Echo,Amazon,"Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Fire Tablets,Frys",2017-08-29 00:00:00+00:00,2017-08-31 00:00:00+00:00,True,0.0,5.0,Bought this for my son's birthday and he absolutely loves it. Great price as well.,Great for kids,Hess,0.8744546175003052,0.09150699526071548,0.024507571011781693,0.002020749729126692,0.003643662901595235,0.0032460042275488377,0.0006203368538990617,0.9928861260414124,0.007113900501281023
Amazon Vocal Echo,Amazon,"Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Fire Tablets,Frys",2017-08-19 00:00:00+00:00,2017-08-31 00:00:00+00:00,True,0.0,5.0,My son love his kindle! Perfect size and good price,Great Item,Jack,0.9430097341537476,0.02941151149570942,0.019504986703395844,0.0010565961711108685,0.0038866479881107807,0.002656410215422511,0.0004741596058011055,0.9849206805229187,0.015079284086823463
Amazon Vocal Echo,Amazon,"Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Fire Tablets,Frys",2017-08-18 00:00:00+00:00,2017-08-31 00:00:00+00:00,True,0.0,5.0,Great product. Highly recommended. Great value and great price,5 out of 5,Travo,0.6313683986663818,0.3028775155544281,0.050036489963531494,0.0035492563620209694,0.006119619123637676,0.004808860365301371,0.0012399227125570178,0.9923420548439026,0.0076579018495976925
Amazon Vocal Echo,Amazon,"Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Fire Tablets,Frys",2017-08-18 00:00:00+00:00,2017-08-31 00:00:00+00:00,True,0.0,5.0,I wanted something small to read books on on the go. This fit the bill perfectly! Not to big and not to small. It does more things than I was expecting!,Amazing!!,stacyjo,0.025292981415987015,0.031667012721300125,0.9130498170852661,0.007216370664536953,0.004835858941078186,0.012745282612740993,0.005192626267671585,0.994478702545166,0.00552132586017251
Amazon Vocal Echo,Amazon,"Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers,Fire Tablets,Frys",2017-08-16 00:00:00+00:00,2017-08-31 00:00:00+00:00,True,0.0,5.0,Upgrading from an older version. This kindle is so much faster. Love my new kindle.,Great Kindle,Itsmedd,0.5954838395118713,0.24176838994026184,0.13885174691677094,0.0023629628121852875,0.01695561222732067,0.0035492100287228823,0.0010282606817781925,0.9917120933532715,0.008287905715405941
Amazon Vocal Echo,Amazon,"Electronics Features,Fire Tablets,Computers & Tablets,Tablets,All Tablets,Computers/Tablets & Networking,Tablets & eBook Readers",2017-08-07 00:00:00+00:00,2017-08-09 00:00:00+00:00,True,0.0,5.0,I got a great tablet from a great company with excellent customer service.I love buying from best buy and i love the warranties they offer,Great tablet,patty,0.9811434745788574,0.005409525707364082,0.008564767427742481,0.000599146937020123,0.0026065895799547434,0.0013220770051702857,0.0003543994971551001,0.9908413887023926,0.009158538654446602
